,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,Delay,predicted_payment_date,bucketed_delay
4548,4548,U001,0200761734,H E BUT foundation,,2020.0,1930766327.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,2957.7,20200409.0,NAA8,1930766327.0,0,2020-04-24,null
4549,4549,U001,200769623,WAL-MAR llc,,2020.0,1930856840.0,2020-05-07,2020-05-04,2020-05-07,2020-05-22,USD,RV,93.23,20200507.0,NAH4,1930856840.0,2,2020-05-24,+ve
4550,4550,U001,200782001,GORDO foundation,,2020.0,1930592985.0,2020-03-03,2020-03-03,2020-03-03,2020-04-04,USD,RV,28132.47,20200303.0,NA32,1930592985.0,1,2020-04-05,+ve
4551,4551,U001,0200778870,C us,,2020.0,1930654051.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,15508.76,20200316.0,NAA8,1930654051.0,0,2020-03-31,null
4552,4552,U001,0200769623,WAL-MAR corp,,2020.0,1930794220.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,14220.46,20200417.0,NAH4,1930794220.0,1,2020-05-03,+ve
4553,4553,U001,0200803720,DEC corp,,2020.0,1930616966.0,2020-03-07,2020-03-07,2020-03-07,2020-03-11,USD,RV,4162.33,20200301.0,NAM2,1930616966.0,1,2020-03-12,+ve
4554,4554,U001,0200353024,DECA foundation,,2020.0,1930876823.0,2020-05-07,2020-05-07,2020-05-07,2020-05-24,USD,RV,139.32,20200501.0,NAM4,1930876823.0,1,2020-05-25,+ve
4555,4555,U001,0200769623,WAL-MAR llc,,2020.0,1930827499.0,2020-04-28,2020-04-26,2020-04-28,2020-05-13,USD,RV,1871.57,20200428.0,NAH4,1930827499.0,1,2020-05-14,+ve
4556,4556,U001,0200418007,AM corporation,,2020.0,1930752248.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,57599.92,20200406.0,NAA8,1930752248.0,0,2020-04-21,null
4557,4557,U001,0200779906,BOZZU in,,2020.0,1930648314.0,2020-03-16,2020-03-14,2020-03-16,2020-03-31,USD,RV,10898.85,20200316.0,NAA8,1930648314.0,0,2020-03-31,null
4558,4558,U001,0200779051,AFFILI us,,2020.0,1930691246.0,2020-03-23,2020-03-24,2020-03-23,2020-04-07,USD,RV,14239.33,20200323.0,NAA8,1930691246.0,0,2020-04-07,null
4559,4559,U001,0200275115,SHAWS  corp,,2020.0,1930782213.0,2020-04-15,2020-04-13,2020-04-15,2020-04-30,USD,RV,3539.19,20200415.0,NAA8,1930782213.0,0,2020-04-30,null
4560,4560,U001,0200759878,SA foundation,,2020.0,1930814388.0,2020-04-25,2020-04-22,2020-04-25,2020-05-10,USD,RV,13844.17,20200425.0,NAH4,1930814388.0,0,2020-05-10,null
4561,4561,U001,0200820380,SMITH'S us,,2020.0,1930582900.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,16722.97,20200229.0,NAA8,1930582900.0,0,2020-03-15,null
4562,4562,CA02,0140104423,METRO  llc,,2020.0,2960629012.0,2020-04-14,2020-04-14,2020-04-14,2020-04-26,CAD,RV,80772.45,20200416.0,CA10,2960629012.0,-3,2020-04-23,null
4563,4563,U001,0200769623,WAL-MAR llc,,2020.0,1930732989.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,18424.05,20200402.0,NAH4,1930732989.0,1,2020-04-18,+ve
4564,4564,U001,0200759878,SA llc,,2020.0,1930676301.0,2020-03-22,2020-03-20,2020-03-22,2020-04-06,USD,RV,15512.01,20200322.0,NAH4,1930676301.0,0,2020-04-06,null
4565,4565,U001,0200769623,WAL-MAR foundation,,2020.0,1930690391.0,2020-03-23,2020-03-24,2020-03-23,2020-04-07,USD,RV,27230.96,20200323.0,NAH4,1930690391.0,1,2020-04-08,+ve
4566,4566,U001,0200418007,AM associates,,2020.0,1930562538.0,2020-02-27,2020-02-24,2020-02-27,2020-03-13,USD,RV,41361.15,20200227.0,NAA8,1930562538.0,0,2020-03-13,null
4567,4567,U001,0200769623,WAL-MAR llc,,2020.0,1930732870.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,16078.46,20200403.0,NAH4,1930732870.0,1,2020-04-19,+ve
4568,4568,U001,0200723794,MID MO llc,,2020.0,1930721774.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,149729.46,20200331.0,NAA8,1930721774.0,0,2020-04-15,null
4569,4569,U001,0200820380,SMITH'S foundation,,2020.0,1930851635.0,2020-05-02,2020-05-02,2020-05-02,2020-05-17,USD,RV,4682.01,20200502.0,NAA8,1930851635.0,0,2020-05-17,null
4570,4570,U001,200769623,WAL-MAR corporation,,2020.0,1930683642.0,2020-03-23,2020-03-21,2020-03-23,2020-04-07,USD,RV,16124.05,20200323.0,NAH4,1930683642.0,2,2020-04-09,+ve
4571,4571,U001,0200726979,BJ'S  trust,,2020.0,1930691493.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,434.78,20200325.0,NAA8,1930691493.0,0,2020-04-09,null
4572,4572,U001,0200759878,SA ,,2020.0,1930819717.0,2020-04-25,2020-04-23,2020-04-25,2020-05-10,USD,RV,14070.44,20200425.0,NAH4,1930819717.0,0,2020-05-10,null
4573,4573,CA02,0140104423,METRO  llc,,2020.0,2960620007.0,2020-03-10,2020-03-10,2020-03-10,2020-03-22,CAD,RV,55548.36,20200312.0,CA10,2960620007.0,-4,2020-03-18,null
4574,4574,U001,0200744019,TARG ,,2020.0,1930831573.0,2020-04-29,2020-04-28,2020-04-29,2020-05-14,USD,RV,3076.42,20200429.0,NAA8,1930831573.0,0,2020-05-14,null
4575,4575,U001,0100031704,DELHAIZE in,,2020.0,1930586669.0,2020-03-03,2020-03-02,2020-03-03,2020-05-07,USD,RV,19765.55,20200303.0,NAGD,1930586669.0,0,2020-05-07,null
4576,4576,U001,0200881076,ALBERT in,,2020.0,1930783733.0,2020-04-17,2020-04-14,2020-04-17,2020-05-02,USD,RV,94119.95,20200417.0,NAA8,1930783733.0,0,2020-05-02,null
4577,4577,U001,200780383,MEIJ in,,2020.0,1930670049.0,2020-03-18,2020-03-19,2020-03-18,2020-04-02,USD,RV,1514.82,20200318.0,NAA8,1930670049.0,0,2020-04-02,null
4578,4578,U001,0200769623,WAL-MAR co,,2020.0,1930635643.0,2020-03-12,2020-03-11,2020-03-12,2020-03-27,USD,RV,10502.83,20200312.0,NAH4,1930635643.0,1,2020-03-28,+ve
4579,4579,U001,0200407025,ALBERT corporation,,2020.0,1930782432.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,38019.77,20200415.0,NAA8,1930782432.0,0,2020-04-30,null
4580,4580,U001,0200759878,SA foundation,,2020.0,1930830188.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,62867.93,20200429.0,NAH4,1930830188.0,0,2020-05-14,null
4581,4581,U001,0200769623,WAL-MAR systems,,2020.0,1930712358.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,51018.53,20200328.0,NAH4,1930712358.0,1,2020-04-13,+ve
4582,4582,U001,0200780383,MEIJ ,,2020.0,1930713360.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,35000.11,20200328.0,NAA8,1930713360.0,0,2020-04-12,null
4583,4583,U001,0200797984,PIGGLY systems,,2020.0,1930598314.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,104954.74,20200304.0,NAA8,1930598314.0,0,2020-03-19,null
4584,4584,U001,0200769623,WAL-MAR corp,,2020.0,1930580972.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,9711.46,20200229.0,NAH4,1930580972.0,1,2020-03-16,+ve
4585,4585,U001,0200759878,SA in,,2020.0,1930647620.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,14681.75,20200314.0,NAH4,1930647620.0,0,2020-03-29,null
4586,4586,U001,0200759878,SA trust,,2020.0,1930772391.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,40222.38,20200411.0,NAH4,1930772391.0,0,2020-04-26,null
4587,4587,U001,0200744019,TARG ,,2020.0,1930809339.0,2020-04-23,2020-04-21,2020-04-23,2020-05-08,USD,RV,16532.27,20200423.0,NAA8,1930809339.0,0,2020-05-08,null
4588,4588,U001,0200742791,QUI us,,2020.0,1930661408.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,43161.48,20200318.0,NAA8,1930661408.0,0,2020-04-02,null
4589,4589,U001,0200820380,SMITH'S in,,2020.0,1930605606.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,70420.59,20200306.0,NAA8,1930605606.0,0,2020-03-21,null
4590,4590,U001,0200756072,REINHA systems,,2020.0,1930646126.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,37192.09,20200313.0,NAA8,1930646126.0,0,2020-03-28,null
4591,4591,U001,0200833713,JETRO ,,2020.0,1930622814.0,2020-03-09,2020-03-08,2020-03-09,2020-03-24,USD,RV,27187.55,20200309.0,NAA8,1930622814.0,0,2020-03-24,null
4592,4592,U001,0200769623,WAL-MAR foundation,,2020.0,1930671258.0,2020-03-21,2020-03-19,2020-03-21,2020-04-05,USD,RV,6879.89,20200321.0,NAH4,1930671258.0,1,2020-04-06,+ve
4593,4593,U001,0200769623,WAL-MAR foundation,,2020.0,1930768578.0,2020-04-11,2020-04-09,2020-04-11,2020-04-26,USD,RV,13052.77,20200411.0,NAH4,1930768578.0,1,2020-04-27,+ve
4594,4594,U001,0200769623,WAL-MAR in,,2020.0,1930798667.0,2020-04-20,2020-04-17,2020-04-20,2020-05-05,USD,RV,39249.87,20200420.0,NAH4,1930798667.0,1,2020-05-06,+ve
4595,4595,CA02,0140106181,THE  trust,,2020.0,2960629195.0,2020-04-30,2020-04-30,2020-04-30,2020-05-11,CAD,RV,97626.35,20200501.0,CA10,2960629195.0,-4,2020-05-07,null
4596,4596,U001,0200769623,WAL-MAR trust,,2020.0,1930789286.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,451.57,20200416.0,NAH4,1930789286.0,1,2020-05-02,+ve
4597,4597,CA02,0140104409,LOB associates,,2020.0,2960620843.0,2020-03-13,2020-03-13,2020-03-13,2020-03-27,CAD,RV,6454.77,20200317.0,CA10,2960620843.0,-4,2020-03-23,null
4598,4598,U001,0200803720,DEC in,,2020.0,1930862665.0,2020-05-06,2020-05-06,2020-05-06,2020-05-11,USD,RV,10084.5,20200501.0,NAM2,1930862665.0,1,2020-05-12,+ve
4599,4599,U001,200854853,MARTIN  co,,2020.0,1930837392.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,19972.01,20200429.0,NAA8,1930837392.0,0,2020-05-14,null
4600,4600,U001,0200769623,WAL-MAR llc,,2020.0,1930719254.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,2373.96,20200330.0,NAH4,1930719254.0,1,2020-04-15,+ve
4601,4601,U001,0200712105,WALG foundation,,2020.0,1930701318.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,129702.72,20200325.0,NAA8,1930701318.0,0,2020-04-09,null
4602,4602,U001,0100030964,NATURA in,,2020.0,1930600863.0,2020-03-11,2020-03-04,2020-03-11,2020-03-26,USD,RV,11080.77,20200311.0,NAA8,1930600863.0,0,2020-03-26,null
4603,4603,U001,CCU013,KRAFT F corporation,,2020.0,1930616824.0,2020-03-10,2020-03-06,2020-03-10,2020-03-10,USD,RV,1171.23,20200310.0,NAX2,1930616824.0,1,2020-03-11,+ve
4604,4604,U001,0200769623,WAL-MAR co,,2020.0,1930725096.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,24132.14,20200401.0,NAH4,1930725096.0,1,2020-04-17,+ve
4605,4605,U001,0200611111,UNITE foundation,,2020.0,1930816244.0,2020-04-29,2020-04-22,2020-04-29,2020-05-14,USD,RV,18912.48,20200429.0,NAA8,1930816244.0,0,2020-05-14,null
4606,4606,U001,0200875006,KROGER systems,,2020.0,1930731658.0,2020-04-01,2020-04-02,2020-04-01,2020-04-16,USD,RV,94032.68,20200401.0,NAA8,1930731658.0,0,2020-04-16,null
4607,4607,U001,0200696090,UNITE us,,2020.0,1930685757.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,5293.42,20200324.0,NAA8,1930685757.0,0,2020-04-08,null
4608,4608,U001,0200780825,SYSCO FO foundation,,2020.0,1930760033.0,2020-04-08,2020-04-07,2020-04-08,2020-04-23,USD,RV,28494.27,20200408.0,NAA8,1930760033.0,0,2020-04-23,null
4609,4609,U001,0200769623,WAL-MAR foundation,,2020.0,1930854520.0,2020-05-05,2020-05-03,2020-05-05,2020-05-20,USD,RV,30251.78,20200505.0,NAH4,1930854520.0,1,2020-05-21,+ve
4610,4610,U001,0200769623,WAL-MAR corp,,2020.0,1930676793.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,32535.06,20200321.0,NAH4,1930676793.0,1,2020-04-06,+ve
4611,4611,U001,0200769623,WAL-MAR associates,,2020.0,1930683303.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,21213.33,20200321.0,NAH4,1930683303.0,1,2020-04-06,+ve
4612,4612,CA02,0140104440,SO llc,,2020.0,2960630843.0,2020-04-27,2020-04-27,2020-04-27,2020-05-09,CAD,RV,9210.55,20200429.0,CA10,2960630843.0,-4,2020-05-05,null
4613,4613,U001,0200744019,TARG co,,2020.0,1930774751.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,4964.94,20200411.0,NAA8,1930774751.0,0,2020-04-26,null
4614,4614,U001,0200777735,NASH  foundation,,2020.0,1930763931.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,56343.63,20200410.0,NAA8,1930763931.0,0,2020-04-25,null
4615,4615,U001,0200794332,COST ,,2020.0,1930724104.0,2020-04-02,2020-03-31,2020-04-02,2020-04-17,USD,RV,66108.55,20200402.0,NAAX,1930724104.0,1,2020-04-18,+ve
4616,4616,U001,0200704858,WAKE foundation,,2020.0,1930629644.0,2020-03-10,2020-03-10,2020-03-10,2020-05-14,USD,RV,28252.81,20200310.0,NAGD,1930629644.0,0,2020-05-14,null
4617,4617,U001,0200769623,WAL-MAR llc,,2020.0,1930630192.0,2020-03-12,2020-03-10,2020-03-12,2020-03-27,USD,RV,16304.67,20200312.0,NAH4,1930630192.0,1,2020-03-28,+ve
4618,4618,U001,0200726979,BJ'S  in,,2020.0,1930592847.0,2020-03-06,2020-03-02,2020-03-06,2020-03-21,USD,RV,9222.81,20200306.0,NAA8,1930592847.0,0,2020-03-21,null
4619,4619,U001,0200742791,QUI co,,2020.0,1930698655.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,29841.12,20200326.0,NAA8,1930698655.0,0,2020-04-10,null
4620,4620,U001,0200769623,WAL-MAR ,,2020.0,1930715415.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,59882.83,20200330.0,NAH4,1930715415.0,1,2020-04-15,+ve
4621,4621,U001,0200744019,TARG llc,,2020.0,1930700535.0,2020-03-27,2020-03-25,2020-03-27,2020-04-11,USD,RV,9968.8,20200327.0,NAA8,1930700535.0,0,2020-04-11,null
4622,4622,U001,0200936373,SUPE llc,,2020.0,1930779845.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,24609.86,20200413.0,NAA8,1930779845.0,0,2020-04-28,null
4623,4623,U001,0200793513,KROGER corp,,2020.0,1930664444.0,2020-03-18,2020-03-18,2020-03-18,2020-04-02,USD,RV,147799.04,20200318.0,NAA8,1930664444.0,0,2020-04-02,null
4624,4624,CA02,100012991,CJR WH corp,,2020.0,2960633269.0,2020-05-06,2020-05-06,2020-05-06,2020-05-18,CAD,RV,26178.77,20200508.0,CA10,2960633269.0,-4,2020-05-14,null
4625,4625,U001,0200763814,SYSCO F in,,2020.0,1930632154.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,53941.57,20200310.0,NAA8,1930632154.0,0,2020-03-25,null
4626,4626,U001,0100036039,GI systems,,2020.0,1930611660.0,2020-03-08,2020-03-06,2020-03-08,2020-05-12,USD,RV,4856.58,20200308.0,NAGD,1930611660.0,0,2020-05-12,null
4627,4627,U001,0200726979,BJ'S  co,,2020.0,1930773679.0,2020-04-07,2020-04-10,2020-04-07,2020-04-22,USD,RV,377.01,20200407.0,NAA8,1930773679.0,0,2020-04-22,null
4628,4628,U001,0200726025,MARTI ,,2020.0,1930670063.0,2020-03-18,2020-03-19,2020-03-18,2020-04-07,USD,RV,15098.66,20200318.0,NAD1,1930670063.0,1,2020-04-08,+ve
4629,4629,U001,0200726979,BJ'S  in,,2020.0,1930576087.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,86.77,20200228.0,NAA8,1930576087.0,0,2020-03-14,null
4630,4630,U001,100044037,MERRID ,,2020.0,1930862158.0,2020-05-05,2020-05-06,2020-05-05,2020-05-20,USD,RV,21546.27,20200505.0,NAA8,1930862158.0,0,2020-05-20,null
4631,4631,U001,0200782001,GORDO corporation,,2020.0,1930577648.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,17330.3,20200227.0,NAA8,1930577648.0,0,2020-03-13,null
4632,4632,CA02,0140104429,COSTCO ,,2020.0,2960618107.0,2020-03-01,2020-03-01,2020-03-01,2020-03-13,CAD,RV,17345.81,20200303.0,CA10,2960618107.0,-4,2020-03-09,null
4633,4633,U001,0200769623,WAL-MAR associates,,2020.0,1930660621.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,10317.43,20200317.0,NAH4,1930660621.0,1,2020-04-02,+ve
4634,4634,U013,0140103499,CO corp,,2020.0,1991840526.0,2020-03-07,2020-03-03,2020-03-07,2020-04-21,USD,RV,1998.65,20200307.0,NAVF,1991840526.0,0,2020-04-21,null
4635,4635,U001,0200126819,MCLANE llc,,2020.0,1930645478.0,2020-03-14,2020-03-12,2020-03-14,2020-03-29,USD,RV,28845.61,20200314.0,NAA8,1930645478.0,0,2020-03-29,null
4636,4636,CA02,0140106408,WAL-M us,,2020.0,2960617236.0,2020-03-02,2020-03-02,2020-03-02,2020-03-12,CAD,RV,17123.02,20200302.0,CA10,2960617236.0,-3,2020-03-09,null
4637,4637,U001,0200799538,UNITE systems,,2020.0,1930655519.0,2020-03-15,2020-03-16,2020-03-15,2020-05-19,USD,RV,12946.64,20200315.0,NAGD,1930655519.0,0,2020-05-19,null
4638,4638,U001,0200794332,COST trust,,2020.0,1930581340.0,2020-02-27,2020-02-28,2020-02-27,2020-03-13,USD,RV,9511.0,20200227.0,NAAX,1930581340.0,1,2020-03-14,+ve
4639,4639,U001,0200701487,KAGO systems,,2020.0,1930759663.0,2020-04-14,2020-04-07,2020-04-14,2020-04-24,USD,RV,52275.0,20200414.0,NA10,1930759663.0,1,2020-04-25,+ve
4640,4640,U001,0200794332,COST us,,2020.0,1930651872.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,9489.19,20200316.0,NAAX,1930651872.0,1,2020-04-01,+ve
4641,4641,CA02,0140104429,COSTCO foundation,,2020.0,2960626790.0,2020-04-06,2020-04-06,2020-04-06,2020-04-25,CAD,RV,46619.28,20200415.0,CA10,2960626790.0,-4,2020-04-21,null
4642,4642,U001,0200778355,US  corp,,2020.0,1930603294.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,51909.11,20200305.0,NAA8,1930603294.0,0,2020-03-20,null
4643,4643,U001,0200772670,ASSOCIAT corporation,,2020.0,1930681251.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,745.69,20200320.0,NAU5,1930681251.0,1,2020-04-05,+ve
4644,4644,U001,0200769623,WAL-MAR llc,,2020.0,1930800251.0,2020-04-19,2020-04-18,2020-04-19,2020-05-04,USD,RV,1322.22,20200419.0,NAH4,1930800251.0,1,2020-05-05,+ve
4645,4645,U001,200769623,WAL-MAR ,,2020.0,1930673994.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,51478.42,20200320.0,NAH4,1930673994.0,2,2020-04-06,+ve
4646,4646,U001,0200794332,COST ,,2020.0,1930645453.0,2020-03-17,2020-03-12,2020-03-17,2020-04-01,USD,RV,74453.01,20200317.0,NAAX,1930645453.0,1,2020-04-02,+ve
4647,4647,U001,0200769623,WAL-MAR corporation,,2020.0,1930716665.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,25096.95,20200328.0,NAH4,1930716665.0,1,2020-04-13,+ve
4648,4648,U001,0200769623,WAL-MAR systems,,2020.0,1930793102.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,661.11,20200416.0,NAH4,1930793102.0,1,2020-05-02,+ve
4649,4649,U001,0200769623,WAL-MAR co,,2020.0,1930745549.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,906.05,20200404.0,NAH4,1930745549.0,1,2020-04-20,+ve
4650,4650,U001,0200759878,SA systems,,2020.0,1930856741.0,2020-05-06,2020-05-04,2020-05-06,2020-05-21,USD,RV,15005.29,20200506.0,NAH4,1930856741.0,0,2020-05-21,null
4651,4651,U001,200936373,SUPE in,,2020.0,1930687389.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,100413.24,20200323.0,NAA8,1930687389.0,0,2020-04-07,null
4652,4652,U001,200759878,SA ,,2020.0,1930830942.0,2020-05-02,2020-04-28,2020-05-02,2020-05-17,USD,RV,14257.41,20200502.0,NAH4,1930830942.0,0,2020-05-17,null
4653,4653,U001,0200794332,COST associates,,2020.0,1930731538.0,2020-04-03,2020-04-01,2020-04-03,2020-04-18,USD,RV,26007.12,20200403.0,NAAX,1930731538.0,1,2020-04-19,+ve
4654,4654,U001,200772670,ASSOCIAT ,,2020.0,1930717523.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,84968.89,20200328.0,NAU5,1930717523.0,1,2020-04-13,+ve
4655,4655,U001,0200769623,WAL-MAR corporation,,2020.0,1930857943.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,61757.59,20200505.0,NAH4,1930857943.0,1,2020-05-21,+ve
4656,4656,U001,0200769623,WAL-MAR in,,2020.0,1930681800.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,60590.14,20200321.0,NAH4,1930681800.0,1,2020-04-06,+ve
4657,4657,U001,0200762301,C&S WH systems,,2020.0,1930817022.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,46682.96,20200423.0,NAC6,1930817022.0,1,2020-05-09,+ve
4658,4658,U001,0200020431,DEC co,,2020.0,1930817807.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,486.12,20200416.0,NAM4,1930817807.0,1,2020-05-10,+ve
4659,4659,U001,0200870809,CRUMB us,,2020.0,1930658112.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,72340.76,20200317.0,NAA8,1930658112.0,0,2020-04-01,null
4660,4660,U001,200706844,WINC corp,,2020.0,1930690025.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,10103.81,20200325.0,NAA8,1930690025.0,0,2020-04-09,null
4661,4661,U001,100000222,SMITHFIE associates,,2020.0,1930866082.0,2020-05-07,2020-05-06,2020-05-07,2020-05-22,USD,RV,46505.4,20200507.0,NAA8,1930866082.0,0,2020-05-22,null
4662,4662,CA02,140106408,WAL-M co,,2020.0,2960623222.0,2020-03-22,2020-03-22,2020-03-22,2020-04-01,CAD,RV,50927.57,20200322.0,CA10,2960623222.0,-4,2020-03-28,null
4663,4663,U001,0200769623,WAL-MAR llc,,2020.0,1930847477.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,15623.54,20200503.0,NAH4,1930847477.0,1,2020-05-19,+ve
4664,4664,U001,0200230690,DECA systems,,2020.0,1930669451.0,2020-03-19,2020-03-19,2020-03-19,2020-03-23,USD,RV,8327.69,20200316.0,NAM1,1930669451.0,1,2020-03-24,+ve
4665,4665,U001,0200769623,WAL-MAR systems,,2020.0,1930681826.0,2020-03-22,2020-03-20,2020-03-22,2020-04-06,USD,RV,74098.75,20200322.0,NAH4,1930681826.0,1,2020-04-07,+ve
4666,4666,U001,0200794332,COST llc,,2020.0,1930654686.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,20557.14,20200317.0,NAAX,1930654686.0,1,2020-04-02,+ve
4667,4667,U001,0200707741,SMART &  in,,2020.0,1930690912.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,22276.35,20200325.0,NAA8,1930690912.0,0,2020-04-09,null
4668,4668,U001,0200736337,SYSCO F corp,,2020.0,1930666946.0,2020-03-19,2020-03-18,2020-03-19,2020-04-20,USD,RV,44640.06,20200319.0,NA32,1930666946.0,1,2020-04-21,+ve
4669,4669,U001,0200779906,BOZZU corp,,2020.0,1930594504.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,6.54,20200303.0,NAX2,1930594504.0,1,2020-03-19,+ve
4670,4670,U001,0200711029,WEGMAN corp,,2020.0,1930789424.0,2020-04-15,2020-04-15,2020-04-15,2020-04-30,USD,RV,25021.49,20200415.0,NAA8,1930789424.0,0,2020-04-30,null
4671,4671,U001,0200769623,WAL-MAR ,,2020.0,1930802487.0,2020-04-21,2020-04-20,2020-04-21,2020-05-06,USD,RV,8651.58,20200421.0,NAH4,1930802487.0,1,2020-05-07,+ve
4672,4672,U001,0200769623,WAL-MAR in,,2020.0,1930580845.0,2020-03-01,2020-02-29,2020-03-01,2020-03-16,USD,RV,24645.41,20200301.0,NAH4,1930580845.0,1,2020-03-17,+ve
4673,4673,U001,0200416837,DEC co,,2020.0,1930599618.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,108.0,20200301.0,NAM4,1930599618.0,1,2020-03-25,+ve
4674,4674,U001,0200726979,BJ'S  llc,,2020.0,1930607224.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,71.52,20200305.0,NAA8,1930607224.0,0,2020-03-20,null
4675,4675,U001,0200353024,DECA co,,2020.0,1930811791.0,2020-04-22,2020-04-22,2020-04-22,2020-05-09,USD,RV,216.36,20200416.0,NAM4,1930811791.0,1,2020-05-10,+ve
4676,4676,U001,200769623,WAL-MAR co,,2020.0,1930891047.0,2020-05-12,2020-05-12,2020-05-12,2020-05-27,USD,RV,36513.74,20200512.0,NAH4,1930891047.0,2,2020-05-29,+ve
4677,4677,U001,0200769623,WAL-MAR trust,,2020.0,1930648497.0,2020-03-15,2020-03-13,2020-03-15,2020-03-30,USD,RV,50802.08,20200315.0,NAH4,1930648497.0,1,2020-03-31,+ve
4678,4678,CA02,0140104249,SOB trust,,2020.0,2960624674.0,2020-03-29,2020-03-29,2020-03-29,2020-04-16,CAD,RV,74925.44,20200406.0,CA10,2960624674.0,-4,2020-04-12,null
4679,4679,U001,0200769623,WAL-MAR foundation,,2020.0,1930801092.0,2020-04-21,2020-04-19,2020-04-21,2020-05-06,USD,RV,57000.4,20200421.0,NAH4,1930801092.0,1,2020-05-07,+ve
4680,4680,U001,0200711029,WEGMAN in,,2020.0,1930838655.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,27025.38,20200429.0,NAA8,1930838655.0,0,2020-05-14,null
4681,4681,U001,0200696090,UNITE trust,,2020.0,1930763900.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,5897.51,20200409.0,NAA8,1930763900.0,0,2020-04-24,null
